referrer,views_total,views_unique
Google,286,158
github.com,279,54
vizro.readthedocs.io,187,44
mckinsey.com,47,40
community.plotly.com,43,14
linkedin.com,34,8
Bing,17,6
DuckDuckGo,9,5
medium.com,8,1
statics.gov.teams.microsoft.us,5,3
