referrer,views_total,views_unique
github.com,446,105
Google,180,112
vizro.readthedocs.io,172,50
mckinsey.com,57,29
linkedin.com,33,9
medium.com,32,21
Bing,20,13
community.plotly.com,15,9
hellodash.pythonanywhere.com,14,3
pulsemcp.com,11,2
