referrer,views_total,views_unique
Google,607,569
github.com,126,60
t.co,101,89
vizro.readthedocs.io,42,20
mckinsey.com,23,17
Bing,10,7
yandex.ru,7,5
linkedin.com,5,3
dashboard.gitguardian.com,4,1
chatgpt.com,2,2
