referrer,views_total,views_unique
Google,379,346
github.com,246,72
vizro.readthedocs.io,35,18
mckinsey.com,26,19
Bing,11,4
linkedin.com,6,5
yandex.ru,5,3
dashboard.gitguardian.com,5,2
community.plotly.com,4,3
medium.com,4,3
