referrer,views_total,views_unique
github.com,367,101
Google,286,131
vizro.readthedocs.io,264,58
hub.docker.com,70,19
community.plotly.com,59,23
mckinsey.com,53,33
Bing,30,5
brix.quantumblack.com,12,4
statics.teams.cdn.office.net,9,5
vizro-demo-visual-vocabulary.hf.space,9,3
