referrer,views_total,views_unique
github.com,163,63
Google,146,69
vizro.readthedocs.io,50,23
mckinsey.com,36,28
linkedin.com,24,6
chatgpt.com,8,7
hub.docker.com,8,3
skills.sh,6,1
medium.com,5,5
youtube.com,4,2
