referrer,views_total,views_unique
github.com,313,66
Google,155,78
mckinsey.com,38,20
vizro.readthedocs.io,35,17
chatgpt.com,26,13
linkedin.com,17,11
tom-doerr.github.io,10,4
Bing,6,6
doubao.com,5,1
l.threads.com,3,3
