referrer,views_total,views_unique
github.com,499,126
Google,187,123
vizro.readthedocs.io,181,58
l.threads.com,134,87
mckinsey.com,31,20
linkedin.com,25,8
medium.com,22,14
community.plotly.com,14,5
hellodash.pythonanywhere.com,12,2
Bing,10,8
