referrer,views_total,views_unique
github.com,258,58
Google,240,124
vizro.readthedocs.io,169,37
mckinsey.com,46,30
community.plotly.com,37,11
hub.docker.com,28,9
Bing,24,12
linkedin.com,22,4
statics.teams.cdn.office.net,8,5
DuckDuckGo,7,4
