time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-29 00:00:00+00:00,1214,83,315,113
2025-10-30 00:00:00+00:00,881,93,205,88
2025-10-31 00:00:00+00:00,563,69,139,79
2025-11-01 00:00:00+00:00,170,36,70,48
2025-11-02 00:00:00+00:00,33,15,87,54
2025-11-03 00:00:00+00:00,1483,129,307,123
2025-11-04 00:00:00+00:00,1541,115,428,121
2025-11-05 00:00:00+00:00,501,58,271,89
2025-11-06 00:00:00+00:00,2005,130,413,145
2025-11-07 00:00:00+00:00,298,112,245,83
2025-11-08 00:00:00+00:00,53,27,883,801
2025-11-09 00:00:00+00:00,134,27,111,61
2025-11-10 00:00:00+00:00,481,59,293,96
2025-11-11 00:00:00+00:00,1548,130,367,109
