referrer,views_total,views_unique
github.com,754,130
Google,361,132
vizro.readthedocs.io,199,50
Bing,90,8
community.plotly.com,53,20
chatgpt.com,33,1
mckinsey.com,28,23
medium.com,27,12
glama.ai,24,7
youtube.com,7,4
