referrer,views_total,views_unique
Google,235,85
t.co,112,100
github.com,108,49
vizro.readthedocs.io,51,25
m.facebook.com,36,34
Bing,34,14
linkedin.com,34,7
l.facebook.com,32,22
mckinsey.com,23,17
lm.facebook.com,21,18
