referrer,views_total,views_unique
github.com,474,87
Google,198,116
vizro.readthedocs.io,136,34
linkedin.com,39,8
mckinsey.com,37,17
community.plotly.com,12,8
Bing,10,7
statics.teams.cdn.office.net,10,5
skills.sh,7,1
medium.com,5,4
