referrer,views_total,views_unique
github.com,356,87
Google,159,85
vizro.readthedocs.io,75,32
mckinsey.com,44,23
Bing,19,7
community.plotly.com,15,6
statics.teams.cdn.office.net,7,7
pypi.org,6,1
linkedin.com,5,5
l.threads.com,4,3
