referrer,views_total,views_unique
github.com,352,98
Google,301,137
vizro.readthedocs.io,223,62
hub.docker.com,58,16
mckinsey.com,56,36
community.plotly.com,47,20
Bing,32,7
pulsemcp.com,13,7
huggingface.co,12,1
brix.quantumblack.com,11,3
