referrer,views_total,views_unique
github.com,516,110
Google,211,94
vizro.readthedocs.io,162,60
community.plotly.com,63,24
mckinsey.com,36,30
swe-bench-plus.turing.com,35,4
vizro.mckinsey.com,33,7
hub.docker.com,23,15
py.cafe,22,5
huggingface.co,20,2
