referrer,views_total,views_unique
github.com,435,83
Google,182,105
vizro.readthedocs.io,115,26
mckinsey.com,46,20
linkedin.com,40,10
Bing,9,6
statics.teams.cdn.office.net,9,4
community.plotly.com,8,6
skills.sh,7,1
medium.com,5,4
