url_path,views_total,views_unique
/mckinsey/vizro,665,320
/mckinsey/vizro/pulls,296,16
/mckinsey/vizro/tree/main/vizro-mcp,228,135
/mckinsey/vizro/blob/main/vizro-mcp/README.md,94,62
/mckinsey/vizro/issues,81,23
/mckinsey/vizro/pull/1328,55,12
/mckinsey/vizro/pull/1301,51,10
/mckinsey/vizro/tree/main/vizro-core,41,17
/mckinsey/vizro/tree/main,38,21
/mckinsey/vizro/pull/1313,38,8
