referrer,views_total,views_unique
github.com,474,84
Google,209,124
vizro.readthedocs.io,131,33
linkedin.com,43,8
mckinsey.com,35,17
skillsplayground.com,14,2
community.plotly.com,12,9
Bing,12,7
statics.teams.cdn.office.net,10,5
skills.sh,7,1
