referrer,views_total,views_unique
github.com,419,87
Google,209,98
vizro.readthedocs.io,105,29
linkedin.com,40,10
mckinsey.com,36,17
community.plotly.com,8,6
statics.teams.cdn.office.net,7,2
Bing,5,4
search.brave.com,5,4
usc-onenote.officeapps.live.com,5,3
