url_path,views_total,views_unique
/mckinsey/vizro,113,66
/mckinsey/vizro/pulls,69,7
/mckinsey/vizro/tree/main/vizro-mcp,54,34
/mckinsey/vizro/tree/main/vizro-mcp/src/vizro_mcp,21,8
/mckinsey/vizro/pull/1336,19,7
/mckinsey/vizro/blob/main/vizro-mcp/README.md,16,9
/mckinsey/vizro/blob/main/vizro-mcp/src/vizro_mcp/server.py,13,8
/mckinsey/vizro/pull/1337,12,4
/mckinsey/vizro/pull/1301,11,4
/mckinsey/vizro/pull/1334,11,2
