referrer,views_total,views_unique
github.com,298,63
Google,260,140
vizro.readthedocs.io,107,42
mckinsey.com,41,32
linkedin.com,37,8
community.plotly.com,31,17
Bing,23,9
medium.com,10,3
substack.com,9,7
pulsemcp.com,7,1
