referrer,views_total,views_unique
github.com,479,103
vizro.readthedocs.io,350,84
Google,285,137
community.plotly.com,82,29
mckinsey.com,48,37
Bing,20,5
medium.com,17,11
statics.teams.cdn.office.net,16,12
vizro.mckinsey.com,13,9
hub.docker.com,12,8
