referrer,views_total,views_unique
github.com,317,57
Google,210,108
vizro.readthedocs.io,74,34
mckinsey.com,41,25
l.facebook.com,35,21
community.plotly.com,32,10
hub.docker.com,31,9
Bing,30,16
linkedin.com,26,4
m.facebook.com,23,22
