time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-27 00:00:00+00:00,2747,109,130,39
2026-06-28 00:00:00+00:00,313,96,91,33
2026-06-29 00:00:00+00:00,1096,146,198,71
2026-06-30 00:00:00+00:00,877,136,117,53
2026-07-01 00:00:00+00:00,580,114,111,48
2026-07-02 00:00:00+00:00,1049,136,168,56
2026-07-03 00:00:00+00:00,281,71,92,50
2026-07-04 00:00:00+00:00,87,54,118,109
2026-07-05 00:00:00+00:00,62,40,82,68
2026-07-06 00:00:00+00:00,231,64,142,107
2026-07-07 00:00:00+00:00,396,82,201,176
2026-07-08 00:00:00+00:00,797,172,112,73
2026-07-09 00:00:00+00:00,714,125,227,194
2026-07-10 00:00:00+00:00,568,118,140,109
