referrer,views_total,views_unique
github.com,430,100
Google,396,125
vizro.readthedocs.io,216,74
community.plotly.com,66,20
mckinsey.com,51,40
Bing,45,11
statics.teams.cdn.office.net,42,10
hub.docker.com,28,15
vizro.mckinsey.com,25,7
sai.baidu.com,19,1
