url_path,views_total,views_unique
/mckinsey/vizro,754,370
/mckinsey/vizro/pulls,242,15
/mckinsey/vizro/tree/main/vizro-mcp,216,133
/mckinsey/vizro/blob/main/vizro-mcp/README.md,156,85
/mckinsey/vizro/issues,115,31
/mckinsey/vizro/pull/1229,50,8
/mckinsey/vizro/pull/1226,50,5
/mckinsey/vizro/tree/main,48,35
/mckinsey/vizro/tree/main/vizro-core,35,16
/mckinsey/vizro/pull/1238,35,8
