url_path,views_total,views_unique
/mckinsey/vizro,611,322
/mckinsey/vizro/tree/main/vizro-mcp,195,129
/mckinsey/vizro/pulls,170,16
/mckinsey/vizro/pull/1094,152,44
/mckinsey/vizro/issues,91,21
/mckinsey/vizro/pull/1183,77,17
/mckinsey/vizro/blob/main/vizro-mcp/README.md,70,43
/mckinsey/vizro/pull/1178,54,24
/mckinsey/vizro/pull/1127,48,8
/mckinsey/vizro/pull/1203,34,11
