referrer,views_total,views_unique
github.com,426,67
Google,262,115
vizro.readthedocs.io,95,28
vizro-demo-gapminder.hf.space,83,3
mckinsey.com,48,38
youtube.com,30,5
community.plotly.com,25,8
huggingface.co,23,3
vizro.mckinsey.com,18,7
medium.com,17,5
