referrer,views_total,views_unique
github.com,320,68
Google,282,124
vizro-demo-gapminder.hf.space,83,3
vizro.readthedocs.io,38,17
mckinsey.com,37,30
huggingface.co,24,4
community.plotly.com,23,9
medium.com,22,9
vizro.mckinsey.com,17,6
hellodash.pythonanywhere.com,14,1
