time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-21 00:00:00+00:00,680,114,160,40
2026-06-22 00:00:00+00:00,775,133,180,52
2026-06-23 00:00:00+00:00,717,132,193,59
2026-06-24 00:00:00+00:00,845,134,178,59
2026-06-25 00:00:00+00:00,603,97,107,52
2026-06-26 00:00:00+00:00,304,73,83,39
2026-06-27 00:00:00+00:00,2747,109,130,39
2026-06-28 00:00:00+00:00,313,96,91,33
2026-06-29 00:00:00+00:00,1096,146,198,71
2026-06-30 00:00:00+00:00,877,136,117,53
2026-07-01 00:00:00+00:00,580,114,111,48
2026-07-02 00:00:00+00:00,1049,136,168,56
2026-07-03 00:00:00+00:00,281,71,92,50
2026-07-04 00:00:00+00:00,87,54,118,109
