referrer,views_total,views_unique
github.com,714,123
Google,363,133
vizro.readthedocs.io,140,38
community.plotly.com,77,24
Bing,69,8
mckinsey.com,36,27
chatgpt.com,34,2
glama.ai,31,10
medium.com,26,12
vizro-demo-kpi.hf.space,11,4
