url_path,views_total,views_unique
/mckinsey/vizro,509,300
/mckinsey/vizro/pulls,179,15
/mckinsey/vizro/issues,63,12
/mckinsey/vizro/pull/1774,50,10
/mckinsey/vizro/pull/1775,33,4
/mckinsey/vizro/pull/1772,28,4
/mckinsey/vizro/tree/main/vizro-mcp,26,19
/mckinsey/vizro/pull/1776,24,6
/mckinsey/vizro/pull/1777,23,4
/mckinsey/vizro/pull/1778,22,4
