time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-27 00:00:00+00:00,431,83,178,70
2026-04-28 00:00:00+00:00,684,141,121,53
2026-04-29 00:00:00+00:00,537,99,260,132
2026-04-30 00:00:00+00:00,1180,185,346,66
2026-05-01 00:00:00+00:00,558,164,109,51
2026-05-02 00:00:00+00:00,108,35,48,33
2026-05-03 00:00:00+00:00,150,64,115,54
2026-05-04 00:00:00+00:00,2194,258,299,61
2026-05-05 00:00:00+00:00,2007,323,144,38
2026-05-06 00:00:00+00:00,1137,159,127,44
2026-05-07 00:00:00+00:00,382,91,86,48
2026-05-08 00:00:00+00:00,445,108,179,62
2026-05-09 00:00:00+00:00,204,60,111,86
2026-05-10 00:00:00+00:00,147,55,145,81
