referrer,views_total,views_unique
github.com,512,89
Google,227,124
vizro.readthedocs.io,151,36
mckinsey.com,33,20
community.plotly.com,28,10
linkedin.com,25,11
statics.teams.cdn.office.net,21,6
skillsplayground.com,14,2
Bing,11,7
medium.com,9,5
