referrer,views_total,views_unique
github.com,474,94
Google,218,91
vizro.readthedocs.io,183,70
community.plotly.com,66,25
mckinsey.com,43,34
swe-bench-plus.turing.com,35,4
vizro.mckinsey.com,32,6
medium.com,25,13
hub.docker.com,20,13
huggingface.co,20,2
