referrer,views_total,views_unique
Google,183,89
github.com,92,39
vizro.readthedocs.io,69,26
linkedin.com,36,5
mckinsey.com,31,21
Bing,22,16
levelup.gitconnected.com,19,17
hub.docker.com,11,6
medium.com,8,4
vizro-demo-visual-vocabulary.hf.space,5,1
