referrer,views_total,views_unique
github.com,318,57
Google,234,113
t.co,124,107
vizro.readthedocs.io,73,33
l.facebook.com,66,41
m.facebook.com,59,56
mckinsey.com,39,24
Bing,35,18
community.plotly.com,33,12
hub.docker.com,31,9
