referrer,views_total,views_unique
github.com,400,94
Google,317,151
vizro.readthedocs.io,103,30
mckinsey.com,43,26
community.plotly.com,34,13
glama.ai,17,6
search.brave.com,17,4
Bing,16,6
medium.com,15,8
huggingface.co,14,3
