referrer,views_total,views_unique
github.com,400,85
Google,209,95
vizro.readthedocs.io,154,31
mckinsey.com,44,27
linkedin.com,44,14
Bing,13,7
search.brave.com,8,7
community.plotly.com,6,4
medium.com,5,4
usc-onenote.officeapps.live.com,5,3
