referrer,views_total,views_unique
Google,331,102
github.com,322,73
vizro.readthedocs.io,144,47
community.plotly.com,52,11
mckinsey.com,46,34
statics.teams.cdn.office.net,44,11
Bing,33,5
chatgpt.com,16,2
hub.docker.com,13,7
com.google.android.gm,12,9
