referrer,views_total,views_unique
github.com,310,70
Google,304,137
vizro.readthedocs.io,49,20
mckinsey.com,35,29
community.plotly.com,24,9
medium.com,22,7
huggingface.co,22,4
vizro.mckinsey.com,20,8
search.brave.com,16,3
hellodash.pythonanywhere.com,15,2
