time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-27 00:00:00+00:00,675,90,284,181
2026-07-28 00:00:00+00:00,1757,197,169,59
2026-07-29 00:00:00+00:00,1268,154,170,61
2026-07-30 00:00:00+00:00,1243,155,192,73
2026-07-31 00:00:00+00:00,184,50,86,53
2026-08-01 00:00:00+00:00,423,63,56,43
2026-08-02 00:00:00+00:00,125,43,40,33
2026-08-03 00:00:00+00:00,695,91,204,86
2026-08-04 00:00:00+00:00,814,107,165,89
2026-08-05 00:00:00+00:00,983,119,220,69
2026-08-06 00:00:00+00:00,1393,188,176,68
2026-08-07 00:00:00+00:00,621,130,124,65
2026-08-08 00:00:00+00:00,369,60,46,27
2026-08-09 00:00:00+00:00,512,71,62,44
