referrer,views_total,views_unique
github.com,501,131
Google,283,99
vizro.readthedocs.io,185,60
community.plotly.com,62,22
hub.docker.com,37,21
mckinsey.com,36,30
swe-bench-plus.turing.com,33,3
py.cafe,21,4
medium.com,19,11
vizro.mckinsey.com,18,8
