referrer,views_total,views_unique
Google,668,635
github.com,119,54
t.co,99,88
vizro.readthedocs.io,41,20
mckinsey.com,22,16
Bing,10,7
yandex.ru,7,5
linkedin.com,5,3
dashboard.gitguardian.com,4,1
community.plotly.com,3,3
