time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-06 00:00:00+00:00,1393,188,176,68
2026-08-07 00:00:00+00:00,621,130,124,65
2026-08-08 00:00:00+00:00,369,60,46,27
2026-08-09 00:00:00+00:00,512,71,62,44
2026-08-10 00:00:00+00:00,1053,200,198,67
2026-08-11 00:00:00+00:00,1061,74,166,62
2026-08-12 00:00:00+00:00,268,46,116,40
2026-08-13 00:00:00+00:00,1391,211,114,71
2026-08-14 00:00:00+00:00,916,102,180,70
2026-08-15 00:00:00+00:00,285,52,43,25
2026-08-16 00:00:00+00:00,121,39,54,36
2026-08-17 00:00:00+00:00,301,61,176,77
2026-08-18 00:00:00+00:00,1832,140,257,88
2026-08-19 00:00:00+00:00,726,104,237,76
