referrer,views_total,views_unique
github.com,517,94
Google,286,113
vizro.readthedocs.io,241,79
community.plotly.com,79,30
mckinsey.com,41,33
swe-bench-plus.turing.com,35,4
vizro.mckinsey.com,30,7
medium.com,24,10
hub.docker.com,21,14
huggingface.co,21,3
