referrer,views_total,views_unique
github.com,328,95
Google,298,127
vizro.readthedocs.io,169,65
community.plotly.com,47,18
medium.com,35,9
mckinsey.com,32,24
hub.docker.com,31,19
Bing,30,13
brix.quantumblack.com,27,2
vizro.mckinsey.com,24,6
