referrer,views_total,views_unique
github.com,175,78
Google,71,54
mckinsey.com,36,26
vizro.readthedocs.io,20,18
habr.com,11,9
linkedin.com,11,7
chatgpt.com,9,6
DuckDuckGo,9,3
teams.public.onecdn.static.microsoft,7,6
community.plotly.com,3,2
