referrer,views_total,views_unique
github.com,408,67
Google,251,119
vizro.readthedocs.io,92,25
vizro-demo-gapminder.hf.space,83,3
mckinsey.com,43,35
youtube.com,29,4
community.plotly.com,24,7
vizro.mckinsey.com,18,7
vizro-demo-visual-vocabulary.hf.space,17,6
medium.com,17,5
