referrer,views_total,views_unique
Google,422,131
github.com,401,102
vizro.readthedocs.io,194,65
community.plotly.com,65,17
mckinsey.com,54,42
Bing,47,12
statics.teams.cdn.office.net,42,10
hub.docker.com,27,14
vizro.mckinsey.com,26,8
sai.baidu.com,19,1
