referrer,views_total,views_unique
github.com,333,77
Google,235,111
vizro.readthedocs.io,92,39
mckinsey.com,39,22
medium.com,32,6
linkedin.com,31,9
Bing,27,11
community.plotly.com,23,15
search.brave.com,11,4
substack.com,10,8
