referrer,views_total,views_unique
github.com,573,127
Google,280,104
vizro.readthedocs.io,209,69
community.plotly.com,65,24
mckinsey.com,37,32
hub.docker.com,34,20
swe-bench-plus.turing.com,33,3
py.cafe,22,5
huggingface.co,20,3
medium.com,19,11
