referrer,views_total,views_unique
github.com,519,120
Google,198,122
vizro.readthedocs.io,182,57
l.threads.com,138,89
mckinsey.com,32,21
medium.com,24,14
linkedin.com,23,7
community.plotly.com,14,5
hellodash.pythonanywhere.com,12,2
Bing,10,8
