time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-14 00:00:00+00:00,14,12,110,64
2025-09-15 00:00:00+00:00,1992,148,764,172
2025-09-16 00:00:00+00:00,668,93,399,119
2025-09-17 00:00:00+00:00,879,123,534,231
2025-09-18 00:00:00+00:00,676,112,382,168
2025-09-19 00:00:00+00:00,2613,186,547,160
2025-09-20 00:00:00+00:00,98,39,80,44
2025-09-21 00:00:00+00:00,279,33,143,60
2025-09-22 00:00:00+00:00,1712,143,544,168
2025-09-23 00:00:00+00:00,1736,146,438,155
2025-09-24 00:00:00+00:00,201,39,327,110
2025-09-25 00:00:00+00:00,440,63,369,112
2025-09-26 00:00:00+00:00,148,37,158,75
2025-09-27 00:00:00+00:00,28,21,69,43
