url_path,views_total,views_unique
/mckinsey/vizro,497,275
/mckinsey/vizro/tree/main/vizro-e2e-flow,38,21
/mckinsey/vizro/pulls,38,11
/mckinsey/vizro/tree/main/vizro-mcp,29,20
/mckinsey/vizro/pull/1739,17,6
/mckinsey/vizro/issues,15,10
/mckinsey/vizro/pull/1737,13,7
/mckinsey/vizro/pull/1738,12,6
/mckinsey/vizro/pull/1705,12,3
/mckinsey/vizro/releases,11,6
