referrer,views_total,views_unique
github.com,360,96
Google,303,132
vizro.readthedocs.io,254,59
community.plotly.com,59,22
hub.docker.com,57,17
mckinsey.com,52,32
Bing,32,7
huggingface.co,12,1
brix.quantumblack.com,11,3
vizro-demo-visual-vocabulary.hf.space,9,3
