time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-08 00:00:00+00:00,1064,87,559,110
2025-05-09 00:00:00+00:00,1521,81,352,103
2025-05-10 00:00:00+00:00,11,6,51,26
2025-05-11 00:00:00+00:00,26,11,166,29
2025-05-12 00:00:00+00:00,1035,81,673,117
2025-05-13 00:00:00+00:00,1399,102,653,144
2025-05-14 00:00:00+00:00,1655,112,912,155
2025-05-15 00:00:00+00:00,1239,107,598,125
2025-05-16 00:00:00+00:00,1639,111,460,113
2025-05-17 00:00:00+00:00,25,11,49,26
2025-05-18 00:00:00+00:00,27,15,58,32
2025-05-19 00:00:00+00:00,2151,120,873,129
2025-05-20 00:00:00+00:00,1397,102,532,122
2025-05-21 00:00:00+00:00,884,81,332,84
