referrer,views_total,views_unique
github.com,546,109
Google,249,119
vizro.readthedocs.io,136,40
mckinsey.com,33,28
linkedin.com,27,13
community.plotly.com,21,6
l.threads.com,20,10
statics.teams.cdn.office.net,15,5
medium.com,13,8
Bing,11,7
