referrer,views_total,views_unique
github.com,621,104
Google,301,130
vizro.readthedocs.io,186,61
community.plotly.com,46,16
Bing,44,5
mckinsey.com,41,28
chatgpt.com,34,2
medium.com,16,10
glama.ai,13,7
huggingface.co,11,4
