referrer,views_total,views_unique
github.com,395,84
Google,199,105
vizro.readthedocs.io,103,39
mckinsey.com,36,22
linkedin.com,33,9
medium.com,26,6
community.plotly.com,23,15
Bing,17,11
search.brave.com,11,4
statics.teams.cdn.office.net,10,4
