referrer,views_total,views_unique
github.com,395,128
Google,267,119
vizro.readthedocs.io,227,46
Bing,85,4
hub.docker.com,77,27
community.plotly.com,47,23
mckinsey.com,40,27
away.vk.com,13,12
brix.quantumblack.com,12,4
vizro-demo-visual-vocabulary.hf.space,11,4
