referrer,views_total,views_unique
github.com,343,70
Google,290,128
vizro-demo-gapminder.hf.space,83,3
vizro.readthedocs.io,43,20
mckinsey.com,38,31
community.plotly.com,28,10
youtube.com,24,5
huggingface.co,23,3
medium.com,20,8
vizro.mckinsey.com,17,6
