referrer,views_total,views_unique
github.com,497,146
Google,307,129
vizro.readthedocs.io,235,65
away.vk.com,67,53
mckinsey.com,48,36
community.plotly.com,44,20
hub.docker.com,43,24
medium.com,24,18
vizro.mckinsey.com,20,10
py.cafe,17,1
